B	nu	e_para	e_perp
5.929292929292929	116.21212121212122	5.291542182802419e-41	3.393388554997008e-40
6.13030303030303	116.21212121212122	5.619314640010709e-41	3.598244584937987e-40
6.331313131313132	116.21212121212122	5.955230780402577e-41	3.8078682119049825e-40
6.5323232323232325	116.21212121212122	6.299190208326899e-41	4.022191545460993e-40
6.733333333333333	116.21212121212122	6.651096139714985e-41	4.2411491914492105e-40
6.934343434343434	116.21212121212122	7.010854920631026e-41	4.464678073530825e-40
7.135353535353535	116.21212121212122	7.378375892388257e-41	4.692717300485389e-40
7.336363636363636	116.21212121212122	7.753571279694317e-41	4.925208049063139e-40
7.537373737373738	116.21212121212122	8.136355818851835e-41	5.162093412462082e-40
7.738383838383839	116.21212121212122	8.526647055804729e-41	5.403318352820338e-40
7.9393939393939394	116.21212121212122	8.924364661003161e-41	5.648829559390924e-40
8.140404040404041	116.21212121212122	9.329430815084958e-41	5.898575372845359e-40
8.341414141414141	116.21212121212122	9.7417700880028e-41	6.152505716254116e-40
8.542424242424243	116.21212121212122	1.016130850434429e-40	6.4105719467363635e-40
8.743434343434343	116.21212121212122	1.058797461118115e-40	6.672726884819536e-40
8.944444444444445	116.21212121212122	1.10216986799955e-40	6.938924679605763e-40
9.145454545454545	116.21212121212122	1.1462412751084556e-40	7.209120758425726e-40
9.346464646464646	116.21212121212122	1.1910050747425074e-40	7.483271787060789e-40
9.547474747474748	116.21212121212122	1.2364548259831671e-40	7.761335600410063e-40
9.748484848484848	116.21212121212122	1.2825841995293963e-40	8.043271102516123e-40
9.94949494949495	116.21212121212122	1.3293870717336065e-40	8.329038318586262e-40
10.15050505050505	116.21212121212122	1.3768574446807938e-40	8.61859827562726e-40
10.351515151515152	116.21212121212122	1.4249894586474219e-40	8.911912977829139e-40
10.552525252525253	116.21212121212122	1.4737774198947333e-40	9.208945399466882e-40
10.753535353535353	116.21212121212122	1.5232156942798616e-40	9.509659345661665e-40
10.954545454545455	116.21212121212122	1.5732988310509724e-40	9.814019545148268e-40
11.155555555555555	116.21212121212122	1.6240214840870477e-40	1.0121991542288665e-39
11.356565656565657	116.21212121212122	1.6753784192717753e-40	1.0433541676781046e-39
11.557575757575757	116.21212121212122	1.727364525838636e-40	1.0748637068857254e-39
11.758585858585858	116.21212121212122	1.779974763958756e-40	1.106724554211325e-39
11.95959595959596	116.21212121212122	1.8332042338445169e-40	1.1389335669153947e-39
12.16060606060606	116.21212121212122	1.8870481305973453e-40	1.1714876704193394e-39
12.361616161616162	116.21212121212122	1.9415017377169147e-40	1.204383855544773e-39
12.562626262626262	116.21212121212122	1.996560423578306e-40	1.2376191761553625e-39
12.763636363636364	116.21212121212122	2.052219663031437e-40	1.271190749409885e-39
12.964646464646465	116.21212121212122	2.1084750250602805e-40	1.3050957527139785e-39
13.165656565656565	116.21212121212122	2.165322118909391e-40	1.3393314166056014e-39
13.366666666666667	116.21212121212122	2.2227566853424997e-40	1.3738950322352949e-39
13.567676767676767	116.21212121212122	2.2807745228344422e-40	1.4087839424164705e-39
13.768686868686869	116.21212121212122	2.339371528337667e-40	1.4439955442052713e-39
13.969696969696969	116.21212121212122	2.3985436017916835e-40	1.4795272779225777e-39
14.17070707070707	116.21212121212122	2.4582868088817717e-40	1.5153766420648825e-39
14.371717171717172	116.21212121212122	2.518597229883608e-40	1.5515411768840155e-39
14.572727272727272	116.21212121212122	2.5794710339292666e-40	1.588018470565863e-39
14.773737373737374	116.21212121212122	2.6409044453980362e-40	1.6248061546752805e-39
14.974747474747474	116.21212121212122	2.7028937880953185e-40	1.661901907430516e-39
15.175757575757576	116.21212121212122	2.765435350449217e-40	1.6993034391274027e-39
15.376767676767678	116.21212121212122	2.828525580840391e-40	1.737008510622262e-39
15.577777777777778	116.21212121212122	2.892160952848651e-40	1.7750149188494783e-39
15.77878787878788	116.21212121212122	2.9563379948205517e-40	1.8133204988119114e-39
15.97979797979798	116.21212121212122	3.0210532794263776e-40	1.851923121608883e-39
16.18080808080808	116.21212121212122	3.0863034803029042e-40	1.8908206992093804e-39
16.381818181818183	116.21212121212122	3.152085274368785e-40	1.9300111738273462e-39
16.582828282828284	116.21212121212122	3.218395452707389e-40	1.9694925281867537e-39
16.783838383838383	116.21212121212122	3.285230715758742e-40	2.0092627642490263e-39
16.984848484848484	116.21212121212122	3.3525879558067263e-40	2.049319930699898e-39
17.185858585858586	116.21212121212122	3.420464064359316e-40	2.089662102953995e-39
17.386868686868688	116.21212121212122	3.4888559793267696e-40	2.1302873871663254e-39
17.587878787878786	116.21212121212122	3.5577606838751544e-40	2.1711939194370982e-39
17.788888888888888	116.21212121212122	3.6271752053197187e-40	2.2123798650451465e-39
17.98989898989899	116.21212121212122	3.697096602946312e-40	2.2538434165976118e-39
18.19090909090909	116.21212121212122	3.767522010329818e-40	2.2955827976517184e-39
18.391919191919193	116.21212121212122	3.838448555155394e-40	2.3375962541082184e-39
18.59292929292929	116.21212121212122	3.909873460849073e-40	2.3798820638061877e-39
18.793939393939393	116.21212121212122	3.9817940099414295e-40	2.4224385323106333e-39
18.994949494949495	116.21212121212122	4.0542073419592575e-40	2.4652639721715855e-39
19.195959595959597	116.21212121212122	4.127110832352211e-40	2.5083567403044774e-39
19.3969696969697	116.21212121212122	4.20050182599242e-40	2.5517152108449857e-39
19.597979797979797	116.21212121212122	4.274377703468028e-40	2.5953377812995302e-39
19.7989898989899	116.21212121212122	4.348735880290921e-40	2.6392228720028956e-39
20.0	116.21212121212122	4.423573806129178e-40	2.683368925593321e-39
0.1	116.81818181818181	9.688922597461041e-45	9.101748806779048e-44
